Using device: cpu

==================== AAPL ====================
Day 1: Action: 0, Cash: 10000.00, Volume: 0, Price: 215.09
Day 387: Action: 0, Cash: 10076.57, Volume: 0, Price: 259.72
Day 388: Action: 0, Cash: 10076.57, Volume: 0, Price: 257.97
Day 389: Action: 0, Cash: 10076.57, Volume: 0, Price: 255.29
Day 390: Action: 0, Cash: 10076.57, Volume: 0, Price: 246.47
Day 391: Action: 0, Cash: 10076.57, Volume: 0, Price: 247.42
Day 392: Action: 0, Cash: 10076.57, Volume: 0, Price: 248.12
Day 393: Action: 0, Cash: 10076.57, Volume: 0, Price: 247.81
Day 394: Action: 0, Cash: 10076.57, Volume: 0, Price: 255.17
Day 395: Action: 0, Cash: 10076.57, Volume: 0, Price: 258.03
Day 396: Action: 0, Cash: 10076.57, Volume: 0, Price: 256.20
Day 397: Action: 0, Cash: 10076.57, Volume: 0, Price: 258.04
Day 398: Action: 0, Cash: 10076.57, Volume: 0, Price: 259.24
Day 399: Action: 0, Cash: 10076.57, Volume: 0, Price: 269.76
Day 400: Action: 0, Cash: 10076.57, Volume: 0, Price: 269.23
Day 401: Action: 0, Cash: 10076.57, Volume: 0, Price: 276.23
Day 402: Action: 0, Cash: 10076.57, Volume: 0, Price: 275.65
Day 403: Action: 0, Cash: 10076.57, Volume: 0, Price: 277.86
Day 404: Action: 0, Cash: 10076.57, Volume: 0, Price: 274.62
Day 405: Action: 0, Cash: 10076.57, Volume: 0, Price: 273.68
Day 406: Action: 0, Cash: 10076.57, Volume: 0, Price: 275.50
Day 407: Action: 0, Cash: 10076.57, Volume: 0, Price: 261.73
Day 408: Action: 0, Cash: 10076.57, Volume: 0, Price: 255.78
Day 409: Action: 0, Cash: 10076.57, Volume: 0, Price: 263.88
Day 410: Action: 0, Cash: 10076.57, Volume: 0, Price: 264.35
Day 411: Action: 0, Cash: 10076.57, Volume: 0, Price: 260.58
Day 412: Action: 0, Cash: 10076.57, Volume: 0, Price: 264.58
Day 413: Action: 0, Cash: 10076.57, Volume: 0, Price: 266.18
Day 414: Action: 0, Cash: 10076.57, Volume: 0, Price: 272.14
Day 415: Action: 0, Cash: 10076.57, Volume: 0, Price: 274.23
Day 416: Action: 0, Cash: 10076.57, Volume: 0, Price: 272.95
Day 417: Action: 0, Cash: 10076.57, Volume: 0, Price: 264.18
Day 418: Action: 0, Cash: 10076.57, Volume: 0, Price: 264.72
Day 419: Action: 0, Cash: 10076.57, Volume: 0, Price: 263.75
Day 420: Action: 0, Cash: 10076.57, Volume: 0, Price: 262.52
Day 421: Action: 0, Cash: 10076.57, Volume: 0, Price: 260.29
Day 422: Action: 0, Cash: 10076.57, Volume: 0, Price: 257.46
Day 423: Action: 0, Cash: 10076.57, Volume: 0, Price: 259.88
Day 424: Action: 0, Cash: 10076.57, Volume: 0, Price: 260.83
Day 425: Action: 0, Cash: 10076.57, Volume: 0, Price: 260.81
Day 426: Action: 1, Cash: 10076.57, Volume: 0, Price: 255.76
Day 427: Action: 0, Cash: 7518.97, Volume: 10, Price: 250.12
Day 428: Action: 0, Cash: 7518.97, Volume: 10, Price: 252.82
Day 429: Action: 0, Cash: 7518.97, Volume: 10, Price: 254.23
Day 430: Action: 0, Cash: 7518.97, Volume: 10, Price: 249.94
Day 431: Action: 0, Cash: 7518.97, Volume: 10, Price: 248.96
Day 432: Action: 0, Cash: 7518.97, Volume: 10, Price: 247.99
Day 433: Action: 0, Cash: 7518.97, Volume: 10, Price: 251.49

Final portfolio value:    10033.87
Baseline (buy & hold):   11568.54
Profit over baseline:    -1534.67

==================== MSFT ====================
Day 1: Action: 0, Cash: 10000.00, Volume: 0, Price: 450.64
Day 2: Action: 0, Cash: 10000.00, Volume: 0, Price: 453.15
Day 3: Action: 0, Cash: 10000.00, Volume: 0, Price: 454.62
Day 4: Action: 0, Cash: 10000.00, Volume: 0, Price: 461.32
Day 5: Action: 0, Cash: 10000.00, Volume: 0, Price: 460.02
Day 6: Action: 0, Cash: 10000.00, Volume: 0, Price: 453.41
Day 7: Action: 0, Cash: 10000.00, Volume: 0, Price: 460.03
Day 8: Action: 0, Cash: 10000.00, Volume: 0, Price: 448.63
Day 9: Action: 0, Cash: 10000.00, Volume: 0, Price: 447.50
Day 10: Action: 0, Cash: 10000.00, Volume: 0, Price: 447.90
Day 11: Action: 0, Cash: 10000.00, Volume: 0, Price: 443.52
Day 12: Action: 0, Cash: 10000.00, Volume: 0, Price: 437.60
Day 13: Action: 0, Cash: 10000.00, Volume: 0, Price: 434.50
Day 14: Action: 0, Cash: 10000.00, Volume: 0, Price: 431.28
Day 15: Action: 0, Cash: 10000.00, Volume: 0, Price: 437.03
Day 16: Action: 0, Cash: 10000.00, Volume: 0, Price: 438.92
Day 17: Action: 0, Cash: 10000.00, Volume: 0, Price: 423.18
Day 18: Action: 2, Cash: 10000.00, Volume: 0, Price: 412.82
Day 19: Action: 0, Cash: 10000.00, Volume: 0, Price: 419.60
Day 20: Action: 0, Cash: 10000.00, Volume: 0, Price: 421.04
Day 21: Action: 0, Cash: 10000.00, Volume: 0, Price: 417.28
Day 22: Action: 0, Cash: 10000.00, Volume: 0, Price: 412.77
Day 23: Action: 0, Cash: 10000.00, Volume: 0, Price: 411.55
Day 24: Action: 0, Cash: 10000.00, Volume: 0, Price: 403.04
Day 25: Action: 0, Cash: 10000.00, Volume: 0, Price: 389.88
Day 26: Action: 0, Cash: 10000.00, Volume: 0, Price: 394.28
Day 27: Action: 0, Cash: 10000.00, Volume: 0, Price: 393.11
Day 28: Action: 0, Cash: 10000.00, Volume: 0, Price: 397.32
Day 29: Action: 0, Cash: 10000.00, Volume: 0, Price: 400.60
Day 30: Action: 0, Cash: 10000.00, Volume: 0, Price: 401.38
Day 31: Action: 0, Cash: 10000.00, Volume: 0, Price: 408.49
Day 32: Action: 0, Cash: 10000.00, Volume: 0, Price: 411.30
Day 33: Action: 0, Cash: 10000.00, Volume: 0, Price: 416.16
Day 34: Action: 0, Cash: 10000.00, Volume: 0, Price: 413.63
Day 35: Action: 0, Cash: 10000.00, Volume: 0, Price: 416.66
Day 36: Action: 0, Cash: 10000.00, Volume: 0, Price: 419.89
Day 37: Action: 1, Cash: 10000.00, Volume: 0, Price: 419.24
Day 38: Action: 0, Cash: 5807.64, Volume: 10, Price: 410.75
Day 39: Action: 0, Cash: 5807.64, Volume: 10, Price: 411.97
Day 40: Action: 1, Cash: 5807.64, Volume: 10, Price: 408.71
Day 41: Action: 0, Cash: 1720.55, Volume: 20, Price: 409.06
Day 42: Action: 0, Cash: 1720.55, Volume: 20, Price: 405.85
Day 43: Action: 0, Cash: 1720.55, Volume: 20, Price: 408.34
Day 44: Action: 0, Cash: 1720.55, Volume: 20, Price: 412.32
Day 45: Action: 1, Cash: 1720.55, Volume: 20, Price: 404.71
Day 46: Action: 1, Cash: 101.72, Volume: 24, Price: 404.17
Day 47: Action: 2, Cash: 101.72, Volume: 24, Price: 403.67
Day 48: Action: 0, Cash: 4138.40, Volume: 14, Price: 397.06
Day 49: Action: 2, Cash: 4138.40, Volume: 14, Price: 401.03
Day 50: Action: 0, Cash: 8148.69, Volume: 4, Price: 409.41
Day 51: Action: 0, Cash: 8148.69, Volume: 4, Price: 418.15
Day 52: Action: 0, Cash: 8148.69, Volume: 4, Price: 422.06
Day 53: Action: 0, Cash: 8148.69, Volume: 4, Price: 425.61
Day 54: Action: 0, Cash: 8148.69, Volume: 4, Price: 426.35
Day 55: Action: 0, Cash: 8148.69, Volume: 4, Price: 430.12
Day 56: Action: 2, Cash: 8148.69, Volume: 4, Price: 425.83
Day 57: Action: 0, Cash: 9852.01, Volume: 0, Price: 433.62
Day 58: Action: 0, Cash: 9852.01, Volume: 0, Price: 430.24
Day 59: Action: 0, Cash: 9852.01, Volume: 0, Price: 428.50
Day 60: Action: 0, Cash: 9852.01, Volume: 0, Price: 424.21
Day 61: Action: 0, Cash: 9852.01, Volume: 0, Price: 427.11
Day 62: Action: 0, Cash: 9852.01, Volume: 0, Price: 426.32
Day 63: Action: 0, Cash: 9852.01, Volume: 0, Price: 423.07
Day 64: Action: 0, Cash: 9852.01, Volume: 0, Price: 425.32
Day 65: Action: 0, Cash: 9852.01, Volume: 0, Price: 415.83
Day 66: Action: 0, Cash: 9852.01, Volume: 0, Price: 412.31
Day 67: Action: 0, Cash: 9852.01, Volume: 0, Price: 411.72
Day 68: Action: 0, Cash: 9852.01, Volume: 0, Price: 411.25
Day 69: Action: 0, Cash: 9852.01, Volume: 0, Price: 404.80
Day 70: Action: 0, Cash: 9852.01, Volume: 0, Price: 409.92
Day 71: Action: 0, Cash: 9852.01, Volume: 0, Price: 412.63
Day 72: Action: 0, Cash: 9852.01, Volume: 0, Price: 411.03
Day 73: Action: 0, Cash: 9852.01, Volume: 0, Price: 411.51
Day 74: Action: 0, Cash: 9852.01, Volume: 0, Price: 414.29
Day 75: Action: 0, Cash: 9852.01, Volume: 0, Price: 413.90
Day 76: Action: 0, Cash: 9852.01, Volume: 0, Price: 411.31
Day 77: Action: 0, Cash: 9852.01, Volume: 0, Price: 411.90
Day 78: Action: 0, Cash: 9852.01, Volume: 0, Price: 413.33
Day 79: Action: 0, Cash: 9852.01, Volume: 0, Price: 413.94
Day 80: Action: 0, Cash: 9852.01, Volume: 0, Price: 422.57
Day 81: Action: 0, Cash: 9852.01, Volume: 0, Price: 419.69
Day 82: Action: 0, Cash: 9852.01, Volume: 0, Price: 419.82
Day 83: Action: 0, Cash: 9852.01, Volume: 0, Price: 423.20
Day 84: Action: 0, Cash: 9852.01, Volume: 0, Price: 421.66
Day 85: Action: 0, Cash: 9852.01, Volume: 0, Price: 426.96
Day 86: Action: 0, Cash: 9852.01, Volume: 0, Price: 427.53
Day 87: Action: 0, Cash: 9852.01, Volume: 0, Price: 401.65
Day 88: Action: 0, Cash: 9852.01, Volume: 0, Price: 405.63
Day 89: Action: 2, Cash: 9852.01, Volume: 0, Price: 403.74
Day 90: Action: 0, Cash: 9852.01, Volume: 0, Price: 406.70
Day 91: Action: 2, Cash: 9852.01, Volume: 0, Price: 415.32
Day 92: Action: 0, Cash: 9852.01, Volume: 0, Price: 420.51
Day 93: Action: 0, Cash: 9852.01, Volume: 0, Price: 417.65
Day 94: Action: 0, Cash: 9852.01, Volume: 0, Price: 413.18
Day 95: Action: 0, Cash: 9852.01, Volume: 0, Price: 418.14
Day 96: Action: 0, Cash: 9852.01, Volume: 0, Price: 420.28
Day 97: Action: 0, Cash: 9852.01, Volume: 0, Price: 421.95
Day 98: Action: 0, Cash: 9852.01, Volume: 0, Price: 410.20
Day 99: Action: 0, Cash: 9852.01, Volume: 0, Price: 410.95
Day 100: Action: 0, Cash: 9852.01, Volume: 0, Price: 412.96
Day 101: Action: 0, Cash: 9852.01, Volume: 0, Price: 410.69
Day 102: Action: 0, Cash: 9852.01, Volume: 0, Price: 408.91
Day 103: Action: 0, Cash: 9852.01, Volume: 0, Price: 413.00
Day 104: Action: 0, Cash: 9852.01, Volume: 0, Price: 414.78
Day 105: Action: 0, Cash: 9852.01, Volume: 0, Price: 423.89
Day 106: Action: 0, Cash: 9852.01, Volume: 0, Price: 418.94
Day 107: Action: 0, Cash: 9852.01, Volume: 0, Price: 419.40
Day 108: Action: 0, Cash: 9852.01, Volume: 0, Price: 426.85
Day 109: Action: 0, Cash: 9852.01, Volume: 0, Price: 427.07
Day 110: Action: 0, Cash: 9852.01, Volume: 0, Price: 433.23
Day 111: Action: 0, Cash: 9852.01, Volume: 0, Price: 438.38
Day 112: Action: 0, Cash: 9852.01, Volume: 0, Price: 439.32
Day 113: Action: 0, Cash: 9852.01, Volume: 0, Price: 441.75
Day 114: Action: 0, Cash: 9852.01, Volume: 0, Price: 439.08
Day 115: Action: 0, Cash: 9852.01, Volume: 0, Price: 444.69
Day 116: Action: 0, Cash: 9852.01, Volume: 0, Price: 445.25
Day 117: Action: 0, Cash: 9852.01, Volume: 0, Price: 442.98
Day 118: Action: 0, Cash: 9852.01, Volume: 0, Price: 447.26
Day 119: Action: 0, Cash: 9852.01, Volume: 0, Price: 450.10
Day 120: Action: 0, Cash: 9852.01, Volume: 0, Price: 433.20
Day 121: Action: 0, Cash: 9852.01, Volume: 0, Price: 432.84
Day 122: Action: 0, Cash: 9852.01, Volume: 0, Price: 432.42
Day 123: Action: 0, Cash: 9852.01, Volume: 0, Price: 431.08
Day 124: Action: 0, Cash: 9852.01, Volume: 0, Price: 435.12
Day 125: Action: 0, Cash: 9852.01, Volume: 0, Price: 433.91
Day 126: Action: 0, Cash: 9852.01, Volume: 0, Price: 426.40
Day 127: Action: 0, Cash: 9852.01, Volume: 0, Price: 420.76
Day 128: Action: 0, Cash: 9852.01, Volume: 0, Price: 417.46
Day 129: Action: 0, Cash: 9852.01, Volume: 0, Price: 414.57
Day 130: Action: 0, Cash: 9852.01, Volume: 0, Price: 419.29
Day 131: Action: 0, Cash: 9852.01, Volume: 0, Price: 423.75
Day 132: Action: 0, Cash: 9852.01, Volume: 0, Price: 418.32
Day 133: Action: 0, Cash: 9852.01, Volume: 0, Price: 420.49
Day 134: Action: 0, Cash: 9852.01, Volume: 0, Price: 414.94
Day 135: Action: 0, Cash: 9852.01, Volume: 0, Price: 413.19
Day 136: Action: 0, Cash: 9852.01, Volume: 0, Price: 411.69
Day 137: Action: 0, Cash: 9852.01, Volume: 0, Price: 422.22
Day 138: Action: 0, Cash: 9852.01, Volume: 0, Price: 420.51
Day 139: Action: 0, Cash: 9852.01, Volume: 0, Price: 424.92
Day 140: Action: 0, Cash: 9852.01, Volume: 0, Price: 424.39
Day 141: Action: 0, Cash: 9852.01, Volume: 0, Price: 441.92
Day 142: Action: 0, Cash: 9852.01, Volume: 0, Price: 442.43
Day 143: Action: 0, Cash: 9852.01, Volume: 0, Price: 439.80
Day 144: Action: 0, Cash: 9852.01, Volume: 0, Price: 430.40
Day 145: Action: 0, Cash: 9852.01, Volume: 0, Price: 442.91
Day 146: Action: 0, Cash: 9852.01, Volume: 0, Price: 438.09
Day 147: Action: 0, Cash: 9852.01, Volume: 0, Price: 411.01
Day 148: Action: 0, Cash: 9852.01, Volume: 0, Price: 411.08
Day 149: Action: 0, Cash: 9852.01, Volume: 0, Price: 406.98
Day 150: Action: 0, Cash: 9852.01, Volume: 0, Price: 408.42
Day 151: Action: 0, Cash: 9852.01, Volume: 0, Price: 409.33
Day 152: Action: 2, Cash: 9852.01, Volume: 0, Price: 411.84
Day 153: Action: 0, Cash: 9852.01, Volume: 0, Price: 405.82
Day 154: Action: 0, Cash: 9852.01, Volume: 0, Price: 408.27
Day 155: Action: 0, Cash: 9852.01, Volume: 0, Price: 407.50
Day 156: Action: 0, Cash: 9852.01, Volume: 0, Price: 405.12
Day 157: Action: 0, Cash: 9852.01, Volume: 0, Price: 406.61
Day 158: Action: 0, Cash: 9852.01, Volume: 0, Price: 404.52
Day 159: Action: 0, Cash: 9852.01, Volume: 0, Price: 405.71
Day 160: Action: 0, Cash: 9852.01, Volume: 0, Price: 410.80
Day 161: Action: 0, Cash: 9852.01, Volume: 0, Price: 412.97
Day 162: Action: 0, Cash: 9852.01, Volume: 0, Price: 405.11
Day 163: Action: 0, Cash: 9852.01, Volume: 0, Price: 400.93
Day 164: Action: 0, Cash: 9852.01, Volume: 0, Price: 394.88
Day 165: Action: 0, Cash: 9852.01, Volume: 0, Price: 396.69
Day 166: Action: 2, Cash: 9852.01, Volume: 0, Price: 389.55
Day 167: Action: 1, Cash: 9852.01, Volume: 0, Price: 393.97
Day 168: Action: 1, Cash: 5912.27, Volume: 10, Price: 385.54
Day 169: Action: 1, Cash: 2056.89, Volume: 20, Price: 385.66
Day 170: Action: 0, Cash: 128.60, Volume: 25, Price: 397.97
Day 171: Action: 0, Cash: 128.60, Volume: 25, Price: 393.87
Day 172: Action: 0, Cash: 128.60, Volume: 25, Price: 390.32
Day 173: Action: 0, Cash: 128.60, Volume: 25, Price: 377.27
Day 174: Action: 0, Cash: 128.60, Volume: 25, Price: 377.56
Day 175: Action: 0, Cash: 128.60, Volume: 25, Price: 380.36
Day 176: Action: 0, Cash: 128.60, Volume: 25, Price: 375.89
Day 177: Action: 0, Cash: 128.60, Volume: 25, Price: 385.61
Day 178: Action: 0, Cash: 128.60, Volume: 25, Price: 385.75
Day 179: Action: 0, Cash: 128.60, Volume: 25, Price: 380.61
Day 180: Action: 0, Cash: 128.60, Volume: 25, Price: 384.87
Day 181: Action: 0, Cash: 128.60, Volume: 25, Price: 383.90
Day 182: Action: 0, Cash: 128.60, Volume: 25, Price: 388.29
Day 183: Action: 0, Cash: 128.60, Volume: 25, Price: 390.09
Day 184: Action: 0, Cash: 128.60, Volume: 25, Price: 392.16
Day 185: Action: 0, Cash: 128.60, Volume: 25, Price: 387.01
Day 186: Action: 0, Cash: 128.60, Volume: 25, Price: 387.61
Day 187: Action: 0, Cash: 128.60, Volume: 25, Price: 375.92
Day 188: Action: 2, Cash: 128.60, Volume: 25, Price: 372.54
Day 189: Action: 0, Cash: 3853.98, Volume: 15, Price: 379.29
Day 190: Action: 0, Cash: 3853.98, Volume: 15, Price: 379.24
Day 191: Action: 0, Cash: 3853.98, Volume: 15, Price: 370.28
Day 192: Action: 0, Cash: 3853.98, Volume: 15, Price: 357.11
Day 193: Action: 2, Cash: 3853.98, Volume: 15, Price: 355.14
Day 194: Action: 0, Cash: 7405.39, Volume: 5, Price: 351.87
Day 195: Action: 0, Cash: 7405.39, Volume: 5, Price: 387.52
Day 196: Action: 0, Cash: 7405.39, Volume: 5, Price: 378.45
Day 197: Action: 0, Cash: 7405.39, Volume: 5, Price: 385.50
Day 198: Action: 0, Cash: 7405.39, Volume: 5, Price: 384.86
Day 199: Action: 1, Cash: 7405.39, Volume: 5, Price: 382.80
Day 200: Action: 0, Cash: 3577.40, Volume: 15, Price: 368.79
Day 201: Action: 0, Cash: 3577.40, Volume: 15, Price: 364.99
Day 202: Action: 0, Cash: 3577.40, Volume: 15, Price: 356.39
Day 203: Action: 0, Cash: 3577.40, Volume: 15, Price: 364.03
Day 204: Action: 0, Cash: 3577.40, Volume: 15, Price: 371.55
Day 205: Action: 0, Cash: 3577.40, Volume: 15, Price: 384.36
Day 206: Action: 0, Cash: 3577.40, Volume: 15, Price: 388.87
Day 207: Action: 0, Cash: 3577.40, Volume: 15, Price: 388.19
Day 208: Action: 0, Cash: 3577.40, Volume: 15, Price: 391.05
Day 209: Action: 0, Cash: 3577.40, Volume: 15, Price: 392.26
Day 210: Action: 0, Cash: 3577.40, Volume: 15, Price: 422.17
Day 211: Action: 1, Cash: 3577.40, Volume: 15, Price: 431.97
Day 212: Action: 0, Cash: 121.61, Volume: 23, Price: 432.86
Day 213: Action: 0, Cash: 121.61, Volume: 23, Price: 430.02
Day 214: Action: 0, Cash: 121.61, Volume: 23, Price: 430.06
Day 215: Action: 0, Cash: 121.61, Volume: 23, Price: 434.84
Day 216: Action: 0, Cash: 121.61, Volume: 23, Price: 435.40
Day 217: Action: 0, Cash: 121.61, Volume: 23, Price: 445.85
Day 218: Action: 0, Cash: 121.61, Volume: 23, Price: 445.73
Day 219: Action: 0, Cash: 121.61, Volume: 23, Price: 449.50
Day 220: Action: 0, Cash: 121.61, Volume: 23, Price: 450.51
Day 221: Action: 1, Cash: 121.61, Volume: 23, Price: 451.65
Day 222: Action: 0, Cash: 121.61, Volume: 23, Price: 456.22
Day 223: Action: 0, Cash: 121.61, Volume: 23, Price: 455.52
Day 224: Action: 0, Cash: 121.61, Volume: 23, Price: 449.96
Day 225: Action: 0, Cash: 121.61, Volume: 23, Price: 452.23
Day 226: Action: 0, Cash: 121.61, Volume: 23, Price: 447.58
Day 227: Action: 0, Cash: 121.61, Volume: 23, Price: 458.03
Day 228: Action: 0, Cash: 121.61, Volume: 23, Price: 454.72
Day 229: Action: 0, Cash: 121.61, Volume: 23, Price: 456.03
Day 230: Action: 0, Cash: 121.61, Volume: 23, Price: 457.70
Day 231: Action: 0, Cash: 121.61, Volume: 23, Price: 459.30
Day 232: Action: 0, Cash: 121.61, Volume: 23, Price: 460.30
Day 233: Action: 0, Cash: 121.61, Volume: 23, Price: 461.19
Day 234: Action: 0, Cash: 121.61, Volume: 23, Price: 464.98
Day 235: Action: 0, Cash: 121.61, Volume: 23, Price: 467.66
Day 236: Action: 0, Cash: 121.61, Volume: 23, Price: 470.02
Day 237: Action: 0, Cash: 121.61, Volume: 23, Price: 468.20
Day 238: Action: 0, Cash: 121.61, Volume: 23, Price: 469.89
Day 239: Action: 0, Cash: 121.61, Volume: 23, Price: 476.10
Day 240: Action: 0, Cash: 121.61, Volume: 23, Price: 472.22
Day 241: Action: 0, Cash: 121.61, Volume: 23, Price: 476.37
Day 242: Action: 0, Cash: 121.61, Volume: 23, Price: 475.28
Day 243: Action: 0, Cash: 121.61, Volume: 23, Price: 477.47
Day 244: Action: 0, Cash: 121.61, Volume: 23, Price: 474.64
Day 245: Action: 0, Cash: 121.61, Volume: 23, Price: 483.19
Day 246: Action: 0, Cash: 121.61, Volume: 23, Price: 487.28
Day 247: Action: 0, Cash: 121.61, Volume: 23, Price: 489.43
Day 248: Action: 0, Cash: 121.61, Volume: 23, Price: 494.58
Day 249: Action: 0, Cash: 121.61, Volume: 23, Price: 493.08
Day 250: Action: 0, Cash: 121.61, Volume: 23, Price: 494.54
Day 251: Action: 0, Cash: 121.61, Volume: 23, Price: 489.21
Day 252: Action: 0, Cash: 121.61, Volume: 23, Price: 488.25
Day 253: Action: 2, Cash: 121.61, Volume: 23, Price: 495.96
Day 254: Action: 0, Cash: 5081.20, Volume: 13, Price: 494.85
Day 255: Action: 0, Cash: 5081.20, Volume: 13, Price: 493.75
Day 256: Action: 0, Cash: 5081.20, Volume: 13, Price: 500.60
Day 257: Action: 0, Cash: 5081.20, Volume: 13, Price: 498.58
Day 258: Action: 0, Cash: 5081.20, Volume: 13, Price: 500.41
Day 259: Action: 2, Cash: 5081.20, Volume: 13, Price: 500.11
Day 260: Action: 2, Cash: 10082.35, Volume: 3, Price: 502.90
Day 261: Action: 1, Cash: 11591.05, Volume: 0, Price: 502.70
Day 262: Action: 0, Cash: 6564.05, Volume: 10, Price: 508.74
Day 263: Action: 0, Cash: 6564.05, Volume: 10, Price: 507.10
Day 264: Action: 0, Cash: 6564.05, Volume: 10, Price: 507.11
Day 265: Action: 0, Cash: 6564.05, Volume: 10, Price: 502.35
Day 266: Action: 0, Cash: 6564.05, Volume: 10, Price: 502.95
Day 267: Action: 0, Cash: 6564.05, Volume: 10, Price: 507.93
Day 268: Action: 0, Cash: 6564.05, Volume: 10, Price: 510.74
Day 269: Action: 0, Cash: 6564.05, Volume: 10, Price: 509.54
Day 270: Action: 0, Cash: 6564.05, Volume: 10, Price: 509.61
Day 271: Action: 0, Cash: 6564.05, Volume: 10, Price: 510.28
Day 272: Action: 1, Cash: 6564.05, Volume: 10, Price: 530.42
Day 273: Action: 0, Cash: 1259.86, Volume: 20, Price: 521.08
Day 274: Action: 1, Cash: 1259.86, Volume: 20, Price: 532.55
Day 275: Action: 0, Cash: 194.77, Volume: 22, Price: 524.70
Day 276: Action: 0, Cash: 194.77, Volume: 22, Price: 521.91
Day 277: Action: 0, Cash: 194.77, Volume: 22, Price: 517.83
Day 278: Action: 0, Cash: 194.77, Volume: 22, Price: 519.02
Day 279: Action: 0, Cash: 194.77, Volume: 22, Price: 518.76
Day 280: Action: 0, Cash: 194.77, Volume: 22, Price: 526.18
Day 281: Action: 0, Cash: 194.77, Volume: 22, Price: 517.57
Day 282: Action: 0, Cash: 194.77, Volume: 22, Price: 519.46
Day 283: Action: 2, Cash: 194.77, Volume: 22, Price: 517.17
Day 284: Action: 2, Cash: 5366.43, Volume: 12, Price: 514.11
Day 285: Action: 0, Cash: 10507.56, Volume: 2, Price: 506.83
Day 286: Action: 0, Cash: 10507.56, Volume: 2, Price: 502.80
Day 287: Action: 0, Cash: 10507.56, Volume: 2, Price: 502.15
Day 288: Action: 0, Cash: 10507.56, Volume: 2, Price: 505.13
Day 289: Action: 0, Cash: 10507.56, Volume: 2, Price: 502.17
Day 290: Action: 0, Cash: 10507.56, Volume: 2, Price: 499.96
Day 291: Action: 0, Cash: 10507.56, Volume: 2, Price: 504.64
Day 292: Action: 0, Cash: 10507.56, Volume: 2, Price: 507.53
Day 293: Action: 0, Cash: 10507.56, Volume: 2, Price: 504.59
Day 294: Action: 0, Cash: 10507.56, Volume: 2, Price: 503.03
Day 295: Action: 0, Cash: 10507.56, Volume: 2, Price: 503.26
Day 296: Action: 0, Cash: 10507.56, Volume: 2, Price: 505.87
Day 297: Action: 0, Cash: 10507.56, Volume: 2, Price: 492.95
Day 298: Action: 0, Cash: 10507.56, Volume: 2, Price: 496.14
Day 299: Action: 0, Cash: 10507.56, Volume: 2, Price: 496.35
Day 300: Action: 0, Cash: 10507.56, Volume: 2, Price: 498.30
Day 301: Action: 0, Cash: 10507.56, Volume: 2, Price: 498.94
Day 302: Action: 0, Cash: 10507.56, Volume: 2, Price: 507.79
Day 303: Action: 0, Cash: 10507.56, Volume: 2, Price: 513.23
Day 304: Action: 0, Cash: 10507.56, Volume: 2, Price: 506.93
Day 305: Action: 0, Cash: 10507.56, Volume: 2, Price: 507.91
Day 306: Action: 0, Cash: 10507.56, Volume: 2, Price: 506.34
Day 307: Action: 0, Cash: 10507.56, Volume: 2, Price: 515.79
Day 308: Action: 0, Cash: 10507.56, Volume: 2, Price: 512.32
Day 309: Action: 0, Cash: 10507.56, Volume: 2, Price: 507.12
Day 310: Action: 0, Cash: 10507.56, Volume: 2, Price: 508.04
Day 311: Action: 0, Cash: 10507.56, Volume: 2, Price: 504.93
Day 312: Action: 0, Cash: 10507.56, Volume: 2, Price: 509.34
Day 313: Action: 0, Cash: 10507.56, Volume: 2, Price: 512.47
Day 314: Action: 0, Cash: 10507.56, Volume: 2, Price: 515.81
Day 315: Action: 0, Cash: 10507.56, Volume: 2, Price: 517.56
Day 316: Action: 0, Cash: 10507.56, Volume: 2, Price: 513.60
Day 317: Action: 0, Cash: 10507.56, Volume: 2, Price: 515.21
Day 318: Action: 0, Cash: 10507.56, Volume: 2, Price: 526.38
Day 319: Action: 0, Cash: 10507.56, Volume: 2, Price: 521.81
Day 320: Action: 0, Cash: 10507.56, Volume: 2, Price: 522.68
Day 321: Action: 0, Cash: 10507.56, Volume: 2, Price: 520.24
Day 322: Action: 0, Cash: 10507.56, Volume: 2, Price: 508.84
Day 323: Action: 0, Cash: 10507.56, Volume: 2, Price: 511.92
Day 324: Action: 0, Cash: 10507.56, Volume: 2, Price: 511.44
Day 325: Action: 0, Cash: 10507.56, Volume: 2, Price: 511.30
Day 326: Action: 0, Cash: 10507.56, Volume: 2, Price: 509.49
Day 327: Action: 0, Cash: 10507.56, Volume: 2, Price: 511.45
Day 328: Action: 0, Cash: 10507.56, Volume: 2, Price: 514.65
Day 329: Action: 0, Cash: 10507.56, Volume: 2, Price: 515.52
Day 330: Action: 0, Cash: 10507.56, Volume: 2, Price: 518.38
Day 331: Action: 0, Cash: 10507.56, Volume: 2, Price: 518.40
Day 332: Action: 0, Cash: 10507.56, Volume: 2, Price: 521.44
Day 333: Action: 0, Cash: 10507.56, Volume: 2, Price: 529.32
Day 334: Action: 0, Cash: 10507.56, Volume: 2, Price: 539.83
Day 335: Action: 0, Cash: 10507.56, Volume: 2, Price: 539.31
Day 336: Action: 0, Cash: 10507.56, Volume: 2, Price: 523.58
Day 337: Action: 0, Cash: 10507.56, Volume: 2, Price: 515.67
Day 338: Action: 0, Cash: 10507.56, Volume: 2, Price: 514.89
Day 339: Action: 0, Cash: 10507.56, Volume: 2, Price: 512.20
Day 340: Action: 0, Cash: 10507.56, Volume: 2, Price: 505.06
